Player,Top team,Last team,Number of teams,Taxi-eligible,Points,Points (full career),Avg points,Avg points (full career),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of Add/Drops,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Championships rostered by,Championships started by,Championships started in,Total points as starter,% of league points,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Patrick Mahomes,plehv79,plehv79,1,False,1988.84,3199.3,19.309126213592233,21.6169,20.9352,1,9,0,0,0,0,0,0,0,0,27,1,7,0,0,0,7.58,5.6,40.0,18.1,4.3,18.1,51.1,8.5,1028.05,10.94,7.54,5.6,40.0,17.9,4.2,17.9,51.6,8.4,52.9,93.7,92.6,49.2,67.6,89.7,2,0,94,9,103,0.9126,0.4468,0.4369,0,0,0,1968.6,0.0171,20.9426,20.9426,2.2489,20.24,0.7026
Patrick Taylor,shmuel256,shmuel256,1,False,12.0,83.4,4.0,2.6903,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,4.27,0.0,8.5,0.0,66.7,0.0,0.0,33.3,74.2,29.5,23.6,,,,0,0,0,3,3,0.0,,,0,0,0,0.0,0.0,,,4.0,4.0,-4.0
Philip Rivers,LWebs53,LWebs53,1,False,29.66,833.54,7.415,15.4359,9.8867,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5.45,5.8,16.08,0.0,33.3,0.0,33.3,33.3,7.33,2.44,5.45,5.8,16.08,0.0,33.3,0.0,33.3,33.3,83.5,94.7,24.2,76.3,69.1,19.1,1,0,3,1,4,0.75,,,0,0,0,29.66,0.0003,9.8867,9.8867,0.0,,9.8867
Phillip Lindsay,shmuel256,shmuel256,2,False,61.9,546.7,5.627272727272727,9.2661,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,,10.1,10.1,0.0,0.0,0.0,100.0,0.0,1.41,1.41,4.72,0.2,15.6,0.0,50.0,0.0,20.0,30.0,70.0,48.1,39.6,,90.0,20.0,1,0,1,10,11,0.0909,,0.6364,1,1,0,10.1,0.0001,10.1,10.1,5.18,5.7556,4.3444
Preston Williams,shmuel256,shmuel256,1,False,24.9,177.4,6.225,8.0636,6.225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,1.78,4.5,8.7,0.0,0.0,0.0,25.0,75.0,89.6,93.8,22.8,,,,0,0,0,4,4,0.0,,,1,0,0,0.0,0.0,,,6.225,6.225,-6.225
Puka Nacua,shmuel256,shmuel256,1,False,851.4,1026.8,16.064150943396225,20.1333,19.8,2,0,0,2,0,0,0,0,1,0,5,2,0,1,0,0,10.05,2.1,46.5,17.1,2.9,25.7,42.9,11.4,483.44,13.81,9.92,2.1,46.5,20.9,2.3,23.3,41.9,11.6,3.5,81.0,97.4,10.9,55.7,96.7,7,0,35,18,53,0.6604,0.7143,0.717,1,1,1,684.6,0.0059,19.56,19.56,9.2667,20.85,-1.29
Quentin Johnston,AceMatthew,JacobRosenzweig,5,False,410.1,451.0,7.737735849056604,9.2041,8.9152,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,3,7.63,0.0,23.8,0.0,30.0,10.0,50.0,10.0,41.55,3.78,6.9,0.0,24.9,0.0,37.0,10.9,39.1,13.0,38.3,38.0,61.2,44.5,19.3,51.3,4,0,11,42,53,0.2075,0.5455,0.566,1,0,0,103.1,0.0009,9.3727,10.31,7.3095,8.5278,1.7822
Quinn Ewers,BROsenzweig,BROsenzweig,1,False,21.799999999999997,30.18,1.1473684210526314,7.545,7.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,7.34,0.12,14.78,0.0,66.7,0.0,33.3,0.0,56.5,58.9,22.1,,,,15,0,0,19,19,0.0,,0.6316,0,0,0,0.0,0.0,,,1.1474,7.2667,-7.2667
Quinshon Judkins,LWebs53,LWebs53,2,False,186.6,186.6,9.821052631578947,11.6625,11.6625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.62,3.6,26.4,6.7,20.0,6.7,53.3,13.3,69.75,4.65,6.41,3.6,26.4,6.2,18.8,6.2,56.2,12.5,51.1,88.7,65.1,60.9,55.4,62.9,2,0,15,4,19,0.7895,0.2667,0.2632,0,0,0,176.5,0.0015,11.7667,11.7667,2.525,10.1,1.6667
Quintez Cephus,stevenb123,LWebs53,2,False,20.900000000000002,119.8,6.966666666666668,5.99,6.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,5.25,1.8,12.3,0.0,33.3,0.0,33.3,33.3,65.4,77.2,29.2,,,,0,0,0,3,3,0.0,,,1,0,0,0.0,0.0,,,6.9667,6.9667,-6.9667
Rachaad White,shmuel256,shmuel256,5,False,746.7,810.4,10.667142857142858,11.2556,11.4877,0,0,1,0,0,0,0,2,0,0,1,4,0,0,0,4,6.1,3.3,27.9,2.9,11.4,8.6,60.0,17.1,219.89,6.28,6.78,0.0,29.1,3.1,21.5,7.7,43.1,24.6,42.4,29.5,75.7,69.1,50.4,69.3,1,0,35,35,70,0.5,0.4,0.5143,3,2,0,468.2,0.0041,13.3771,13.3771,7.9571,9.2833,4.0938
Raheem Blackshear,AceMatthew,AceMatthew,1,False,,66.1,,1.7395,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Raheem Mostert,LWebs53,plehv79,3,False,565.1,910.2,6.976543209876543,9.7871,11.7729,1,0,1,0,0,0,0,1,0,0,1,2,0,7,4,1,7.5,3.9,34.2,5.3,15.8,10.5,57.9,10.5,122.29,6.44,9.1,-0.2,45.2,4.2,25.0,12.5,37.5,20.8,10.0,12.7,94.8,42.3,57.9,85.0,28,0,19,62,81,0.2346,0.5263,0.6296,1,1,0,250.1,0.0022,13.1632,13.1632,5.0806,10.8621,2.3011
Randall Cobb,AceMatthew,LWebs53,3,False,8.5,528.5,4.25,7.7721,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,1.2,3.4,5.1,0.0,50.0,0.0,0.0,50.0,92.6,88.8,14.4,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,4.25,4.25,-4.25
Rashaad Penny,BROsenzweig,AceMatthew,3,False,113.89999999999999,329.7,4.38076923076923,7.4932,10.3545,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,1,13.05,6.4,32.5,33.3,0.0,0.0,33.3,33.3,43.24,14.41,11.33,0.0,32.5,18.2,36.4,0.0,9.1,36.4,2.1,29.5,82.3,2.7,75.7,81.1,14,0,3,23,26,0.1154,,0.4231,1,0,0,58.4,0.0005,19.4667,19.4667,2.413,6.9375,12.5292
Rashard Higgins,AceMatthew,AceMatthew,1,False,,320.7,,6.9717,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Rashee Rice,Oliverwkw,Oliverwkw,1,False,446.7,503.4,8.428301886792452,14.8059,14.89,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,7.76,0.0,29.1,11.1,5.6,22.2,55.6,5.6,214.66,11.93,7.29,0.0,29.1,6.7,6.7,16.7,63.3,6.7,30.3,38.0,70.2,41.8,19.3,62.0,14,6,18,35,53,0.3396,0.2778,0.4151,0,0,0,305.9,0.0027,16.9944,16.9944,4.0229,11.7333,5.2611
Rashid Shaheed,LWebs53,LWebs53,1,False,422.1,516.8,7.5375000000000005,9.2286,10.05,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,5.57,0.0,18.6,0.0,23.5,0.0,52.9,23.5,46.83,2.75,6.48,0.0,24.3,0.0,19.0,7.1,50.0,23.8,47.0,38.0,58.8,76.6,19.3,37.0,12,0,17,39,56,0.3036,0.2353,0.4821,2,1,0,138.9,0.0012,8.1706,8.1706,7.2615,11.328,-3.1574
Rashod Bateman,AceMatthew,Oliverwkw,4,False,397.2,520.4,5.441095890410959,7.6529,7.6385,0,0,0,0,0,1,0,0,1,0,2,1,0,6,3,1,5.64,0.0,17.3,0.0,12.5,0.0,50.0,37.5,29.38,3.67,5.71,0.0,23.0,0.0,28.8,5.8,30.8,34.6,58.9,38.0,55.4,75.0,19.3,32.7,16,0,8,65,73,0.1096,0.25,0.5342,1,0,0,74.3,0.0006,9.2875,9.2875,4.9677,7.3386,1.9489
Ray Davis,plehv79,plehv79,3,False,140.6,192.4,3.9055555555555554,4.6927,4.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,,,,,,,,,,,5.09,0.0,18.2,0.0,70.6,0.0,20.6,8.8,67.4,29.5,45.8,,,,0,0,0,36,36,0.0,,0.6111,1,0,0,0.0,0.0,,,3.9056,4.1353,-4.1353
Ray-Ray McCloud,stevenb123,stevenb123,3,False,36.0,335.0,7.2,3.1604,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,5.32,2.4,16.1,0.0,20.0,0.0,20.0,60.0,63.6,84.6,36.8,,,,0,0,0,5,5,0.0,,0.6,1,0,0,0.0,0.0,,,7.2,7.2,-7.2
Rex Burkhead,LWebs53,LWebs53,1,False,44.699999999999996,482.8,14.899999999999999,7.4277,14.9,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,,,,,,,,,,,17.36,2.9,34.8,33.3,33.3,0.0,0.0,33.3,0.5,82.5,89.2,,,,0,0,0,3,3,0.0,,,1,0,0,0.0,0.0,,,14.9,14.9,-14.9
Rhamondre Stevenson,shmuel256,Oliverwkw,4,False,822.4,936.8,9.452873563218391,12.1662,11.9188,0,0,2,0,0,0,0,4,0,0,3,4,0,0,0,3,7.82,0.1,27.4,3.1,25.0,21.9,34.4,15.6,169.26,5.29,7.75,0.1,27.4,2.9,29.0,18.8,34.8,14.5,23.2,44.1,68.6,35.5,10.7,65.7,13,0,32,55,87,0.3678,0.4688,0.4713,1,1,0,390.6,0.0034,12.2063,12.2063,7.8509,11.6703,0.536
Richard Rodgers,stevenb123,stevenb123,1,False,14.5,76.7,14.5,5.4786,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,14.5,14.5,0.0,0.0,0.0,100.0,0.0,10.7,10.7,,14.5,14.5,0.0,0.0,0.0,100.0,0.0,,100.0,39.2,,98.3,42.5,0,0,1,0,1,1.0,,,0,0,0,14.5,0.0001,14.5,14.5,,,14.5
Richie James,LWebs53,LWebs53,1,False,-0.1,289.5,-0.1,4.0208,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,-0.1,-0.1,0.0,100.0,0.0,0.0,0.0,,9.0,0.4,,,,0,0,0,1,1,0.0,,,1,0,0,0.0,0.0,,,-0.1,-0.1,0.1
Ricky Pearsall,shmuel256,shmuel256,1,False,163.2,182.1,4.533333333333333,8.6714,8.5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.6,8.6,0.0,0.0,0.0,100.0,0.0,2.4,2.4,8.04,0.0,28.7,5.3,42.1,5.3,36.8,10.5,21.6,38.0,68.6,,94.0,14.7,15,0,1,35,36,0.0278,,0.7778,1,1,0,8.6,0.0001,8.6,8.6,4.4171,8.5889,0.0111
Ricky Seals-Jones,LWebs53,LWebs53,2,False,11.1,202.3,11.1,5.4676,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,11.1,11.1,0.0,0.0,0.0,100.0,0.0,,97.7,27.3,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,11.1,11.1,-11.1
Rico Dowdle,stevenb123,BROsenzweig,4,False,441.2,525.5,9.804444444444444,8.7583,10.761,0,0,0,0,0,0,0,4,0,0,1,0,0,5,2,1,7.11,5.4,32.9,9.1,0.0,0.0,72.7,18.2,76.93,6.99,7.82,0.4,32.9,7.3,26.8,4.9,43.9,17.1,21.6,53.5,83.3,49.1,69.6,83.2,2,0,11,34,45,0.2444,0.7273,0.6889,1,1,0,151.2,0.0013,13.7455,13.7455,8.5294,9.6667,4.0788
Riley Leonard,JacobRosenzweig,JacobRosenzweig,1,False,8.4,29.0,0.4421052631578948,5.8,0.7636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,3.22,-2.0,10.3,0.0,90.9,0.0,0.0,9.1,94.7,7.9,18.9,,,,7,0,0,19,19,0.0,,0.4211,0,0,0,0.0,0.0,,,0.4421,0.7636,-0.7636
RJ Harvey,stevenb123,stevenb123,1,False,210.4,236.2,11.073684210526316,11.81,12.3765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.43,8.0,22.1,0.0,0.0,40.0,40.0,20.0,46.76,9.35,7.47,3.4,24.1,0.0,17.6,23.5,23.5,35.3,28.4,86.1,55.9,65.5,84.3,48.9,1,0,5,14,19,0.2632,0.2,0.5263,0,0,0,80.4,0.0007,16.08,16.08,9.2857,10.8333,5.2467
Rob Gronkowski,BROsenzweig,BROsenzweig,1,False,292.9,539.4,8.875757575757575,10.788,11.2654,0,0,0,0,1,0,0,0,0,5,1,2,0,1,1,0,8.32,1.2,29.0,7.1,7.1,28.6,28.6,28.6,98.54,7.04,7.72,0.0,29.0,3.8,11.5,26.9,34.6,23.1,13.0,38.6,81.8,17.0,43.3,83.3,5,0,14,19,33,0.4242,0.4286,0.4545,0,0,0,178.8,0.0016,12.7714,12.7714,6.0053,9.5083,3.2631
Robbie Chosen,AceMatthew,Oliverwkw,4,False,344.2,765.9,9.834285714285715,9.0106,10.4303,0,0,0,0,0,1,0,0,2,0,0,3,0,3,2,3,6.4,0.0,19.5,0.0,20.0,6.7,60.0,13.3,70.99,4.73,6.62,0.0,25.4,0.0,21.2,9.1,54.5,15.2,43.7,38.0,62.2,70.3,19.3,39.7,0,0,15,20,35,0.4286,0.4,0.5143,1,1,0,164.3,0.0014,10.9533,10.9533,8.995,9.9944,0.9589
Robert Tonyan,Oliverwkw,LWebs53,3,False,112.8,428.2,5.64,5.8658,7.05,0,0,0,0,0,0,0,0,0,2,0,3,0,10,5,0,5.07,1.8,14.6,0.0,16.7,0.0,66.7,16.7,27.97,4.66,5.2,1.6,16.3,0.0,37.5,6.2,37.5,18.8,61.0,81.2,47.7,72.3,53.3,45.0,4,0,6,14,20,0.3,0.6667,0.6,1,1,0,53.2,0.0005,8.8667,8.8667,4.2571,5.96,2.9067
Robert Woods,shmuel256,LWebs53,4,False,457.4,1190.6,9.529166666666667,10.8236,12.0368,0,0,0,0,0,0,0,0,0,0,1,2,0,7,4,1,6.75,6.8,30.6,13.0,0.0,8.7,69.6,8.7,215.18,9.36,7.5,0.0,30.6,7.9,15.8,5.3,55.3,15.8,26.4,38.0,77.6,65.2,90.0,68.7,7,0,23,25,48,0.4792,0.6087,0.4792,1,1,1,357.8,0.0031,15.5565,15.5565,3.984,6.64,8.9165
Roman Wilson,stevenb123,stevenb123,1,False,-0.6,52.0,-0.03333333333333333,4.7273,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,,,,,,,,,,,0.42,-0.6,0.0,0.0,100.0,0.0,0.0,0.0,96.8,4.6,3.0,,,,15,0,0,18,18,0.0,,0.8333,1,0,0,0.0,0.0,,,-0.0333,-0.3,0.3
Rome Odunze,JacobRosenzweig,JacobRosenzweig,1,False,300.7,317.3,8.352777777777778,9.6152,10.0233,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,7.81,0.0,31.8,4.5,18.2,9.1,36.4,31.8,102.51,4.66,7.49,0.0,31.8,3.3,16.7,10.0,36.7,33.3,27.1,38.0,80.0,39.8,19.3,73.3,4,0,22,14,36,0.6111,0.4091,0.3333,0,0,0,222.6,0.0019,10.1182,10.1182,5.5786,9.7625,0.3557
Romeo Doubs,BROsenzweig,BROsenzweig,3,False,582.1,651.2,8.315714285714286,10.0185,9.8661,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,6.02,2.7,19.9,0.0,16.7,16.7,33.3,33.3,16.69,2.78,6.15,0.0,29.8,1.7,15.3,3.4,54.2,25.4,52.8,38.0,75.2,72.7,61.7,41.3,7,0,6,64,70,0.0857,0.3333,0.5571,0,0,0,52.9,0.0005,8.8167,8.8167,8.2688,9.9849,-1.1682
Ronald Jones,plehv79,AceMatthew,3,False,221.6,480.6,8.523076923076923,7.8787,9.6348,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,1,8.06,2.4,24.8,0.0,28.6,14.3,57.1,0.0,44.15,6.31,7.55,-0.6,26.1,0.0,39.1,8.7,43.5,8.7,25.5,7.1,63.7,30.0,37.5,58.2,2,0,7,19,26,0.2692,0.5714,0.4615,1,0,0,87.1,0.0008,12.4429,12.4429,7.0789,8.4062,4.0367
Rondale Moore,JacobRosenzweig,JacobRosenzweig,1,False,291.4,307.2,4.285294117647059,7.68,7.6684,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,0,13.44,-0.6,18.4,0.0,50.0,0.0,50.0,0.0,6.42,3.21,6.19,-0.6,23.4,0.0,39.5,5.3,28.9,26.3,51.5,4.6,56.4,0.8,2.0,34.7,26,0,2,66,68,0.0294,,0.2647,0,0,0,17.8,0.0002,8.9,8.9,4.1455,7.6,1.3
Ronnie Rivers,plehv79,shmuel256,3,False,0.1,64.6,0.02,2.2276,0.0333,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-4.7,-4.7,0.06,0.0,0.1,0.0,100.0,0.0,0.0,0.0,98.4,29.5,3.3,,6.1,1.8,2,0,1,4,5,0.2,,0.2,0,0,0,0.0,0.0,0.0,0.0,0.025,0.05,-0.05
Roschon Johnson,plehv79,shmuel256,2,False,169.6,180.2,4.711111111111111,5.1486,6.0571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,4.99,0.0,17.5,0.0,46.4,0.0,25.0,28.6,67.9,29.5,43.4,,,,6,0,0,36,36,0.0,,0.5556,1,0,0,0.0,0.0,,,4.7111,6.0571,-6.0571
Royce Freeman,LWebs53,LWebs53,1,False,1.2,380.4,1.2,5.5941,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,1.2,1.2,0.0,100.0,0.0,0.0,0.0,,65.1,6.4,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,1.2,1.2,-1.2
Russell Gage,plehv79,plehv79,4,False,158.8,581.76,6.352,8.8145,7.94,0,0,0,0,0,0,0,0,0,0,0,2,0,13,7,1,0.71,3.6,4.6,0.0,50.0,0.0,0.0,50.0,-3.07,-1.54,7.18,0.0,24.7,0.0,35.0,15.0,30.0,20.0,33.3,38.0,60.4,100.0,70.3,8.7,4,0,2,23,25,0.08,,0.4,1,0,0,8.2,0.0001,4.1,4.1,6.5478,8.3667,-4.2667
Russell Wilson,shmuel256,LWebs53,3,False,1207.08,1982.96,13.120434782608696,17.3944,15.4754,0,1,0,0,0,0,4,0,0,0,7,2,0,3,2,1,8.41,4.24,36.8,11.1,11.1,13.9,47.2,16.7,287.05,7.97,8.72,-0.68,36.8,6.4,17.9,11.5,47.4,16.7,20.0,20.0,82.1,30.5,57.4,75.0,9,0,36,56,92,0.3913,0.5,0.4783,1,1,1,659.96,0.0057,18.3322,18.3322,9.77,13.0267,5.3055
Ryan Fitzpatrick,Oliverwkw,LWebs53,4,False,54.34,536.76,7.762857142857143,16.2655,13.585,0,0,0,0,0,0,0,0,0,0,1,0,0,11,6,1,2.75,16.04,21.3,0.0,0.0,0.0,100.0,0.0,21.48,7.16,9.51,-0.28,21.3,0.0,25.0,0.0,75.0,0.0,12.9,27.4,34.7,91.5,94.1,33.8,3,0,3,4,7,0.4286,,0.5714,1,1,0,54.62,0.0005,18.2067,18.2067,-0.07,-0.28,18.4867
Ryan Tannehill,shmuel256,stevenb123,6,False,630.94,1247.6,13.71608695652174,15.2146,14.3395,1,1,0,0,0,0,3,0,0,0,2,0,0,15,7,2,7.11,12.94,37.02,7.1,0.0,14.3,78.6,0.0,95.08,6.79,7.28,0.0,37.02,2.3,15.9,4.5,56.8,20.5,61.2,47.4,84.2,61.0,88.2,77.9,0,0,14,32,46,0.3043,0.3571,0.4783,3,1,0,268.94,0.0023,19.21,19.21,11.3125,12.0667,7.1433
Ryquell Armstead,shmuel256,shmuel256,1,False,,63.8,,3.9875,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Salvon Ahmed,stevenb123,stevenb123,1,False,12.4,172.5,6.2,5.5645,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,12.4,12.4,0.0,0.0,0.0,100.0,0.0,4.27,4.27,,12.4,12.4,0.0,0.0,0.0,100.0,0.0,,98.6,31.6,,94.3,26.4,1,0,1,1,2,0.5,,,0,0,0,12.4,0.0001,12.4,12.4,0.0,,12.4
Sam Darnold,BROsenzweig,Oliverwkw,4,False,699.6,1315.14,12.72,12.5251,15.2087,0,0,0,0,0,0,4,0,0,0,1,2,0,4,2,2,9.88,2.48,31.54,12.5,50.0,0.0,37.5,0.0,28.08,3.51,8.64,0.52,34.58,4.3,26.1,6.5,52.2,10.9,22.4,63.7,78.4,8.5,38.2,57.4,6,0,8,47,55,0.1455,0.625,0.5091,0,0,0,102.54,0.0009,12.8175,12.8175,12.7034,15.7121,-2.8946
Sam Ehlinger,Oliverwkw,Oliverwkw,1,False,13.559999999999999,35.52,4.52,5.0743,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,3.99,0.0,7.54,0.0,100.0,0.0,0.0,0.0,88.2,47.4,14.7,,,,0,0,0,3,3,0.0,,,0,0,0,0.0,0.0,,,4.52,4.52,-4.52
Sam Howell,LWebs53,BROsenzweig,2,False,248.12,272.96,12.406,14.3663,13.0589,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,5.15,8.28,24.18,0.0,0.0,16.7,66.7,16.7,41.57,6.93,9.87,-1.76,29.98,5.3,31.6,10.5,42.1,10.5,8.2,11.6,62.1,81.4,77.9,42.6,0,0,6,14,20,0.3,0.5,0.7,1,1,0,104.38,0.0009,17.3967,17.3967,10.2671,11.0569,6.3398
Sam LaPorta,stevenb123,JacobRosenzweig,2,False,520.6,609.5,9.822641509433963,12.6979,12.3952,0,0,0,0,4,0,0,0,0,2,2,4,0,0,0,1,7.54,3.3,29.0,8.7,0.0,21.7,43.5,26.1,173.98,7.56,6.67,3.3,29.0,4.8,0.0,26.2,47.6,21.4,29.9,89.8,81.8,31.9,70.0,83.3,8,0,23,30,53,0.434,0.5652,0.5094,1,1,0,278.5,0.0024,12.1087,12.1087,8.07,12.7421,-0.6334
Samaje Perine,LWebs53,plehv79,3,False,160.8,630.8,6.9913043478260875,5.6321,7.6571,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,,21.5,21.5,0.0,0.0,100.0,0.0,0.0,13.86,13.86,5.79,1.3,21.5,0.0,42.9,4.8,23.8,28.6,59.7,67.7,50.5,,98.6,47.1,0,0,1,22,23,0.0435,,0.8261,2,1,0,21.5,0.0002,21.5,21.5,6.3318,6.965,14.535
Sammy Watkins,LWebs53,LWebs53,4,False,57.2,534.0,5.720000000000001,8.9,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,,,,,,,,,,,3.0,2.1,10.8,0.0,12.5,0.0,50.0,37.5,84.0,81.0,26.8,,,,2,0,0,10,10,0.0,,0.8,1,0,0,0.0,0.0,,,5.72,7.15,-7.15
Saquon Barkley,BROsenzweig,BROsenzweig,2,False,1236.2,2050.3,12.001941747572817,17.8287,16.0545,4,0,8,0,0,0,0,0,0,0,14,5,2,0,0,1,9.14,0.9,46.2,16.9,7.8,7.8,51.9,15.6,705.18,9.16,9.14,0.9,46.2,16.9,7.8,7.8,51.9,15.6,8.9,62.0,95.8,14.5,16.8,94.3,20,0,77,26,103,0.7476,0.5195,0.534,0,0,0,1236.2,0.0107,16.0545,16.0545,0.0,,16.0545
Savion Williams,LWebs53,LWebs53,1,False,4.3,25.5,1.4333333333333333,2.125,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,3.04,0.0,4.3,0.0,50.0,0.0,0.0,50.0,82.9,38.0,13.2,,,,1,0,0,3,3,0.0,,,0,0,0,0.0,0.0,,,1.4333,2.15,-2.15
Scotty Miller,stevenb123,stevenb123,1,False,3.2,299.7,3.2,4.3435,3.2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,,3.2,3.2,0.0,100.0,0.0,0.0,0.0,-1.1,-1.1,,3.2,3.2,0.0,100.0,0.0,0.0,0.0,,87.8,10.0,,64.7,5.3,0,0,1,0,1,1.0,,,0,0,0,3.2,0.0,3.2,3.2,,,3.2
Sean Tucker,Oliverwkw,plehv79,4,False,99.2,162.3,3.420689655172414,4.3865,3.968,0,0,0,0,0,0,0,1,0,0,0,1,0,8,4,0,3.96,0.0,5.6,0.0,50.0,0.0,0.0,50.0,-7.06,-3.53,6.85,0.0,34.0,4.0,72.0,0.0,4.0,20.0,39.7,29.5,85.8,88.2,6.1,11.8,2,0,2,27,29,0.069,,0.2759,0,0,0,5.6,0.0,2.8,2.8,3.4667,4.0696,-1.2696
Seth McGowan,plehv79,plehv79,1,True,1.0,1.0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0.71,0.0,1.0,0.0,100.0,0.0,0.0,0.0,95.8,29.5,5.4,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.5,0.5,-0.5
Shedeur Sanders,JacobRosenzweig,JacobRosenzweig,1,False,78.86,83.9,4.150526315789474,10.4875,6.5717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,9.74,0.0,33.46,8.3,58.3,0.0,0.0,33.3,10.6,47.4,73.7,,,,6,0,0,19,19,0.0,,0.4211,0,0,0,0.0,0.0,,,4.1505,6.5717,-6.5717
Sincere McCormick,stevenb123,stevenb123,1,False,4.5,27.2,2.25,6.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,4.5,4.5,0.0,100.0,0.0,0.0,0.0,,92.5,14.6,,,,1,0,0,2,2,0.0,,,1,0,0,0.0,0.0,,,2.25,4.5,-4.5
Sione Vaki,Oliverwkw,Oliverwkw,1,False,4.0,14.3,4.0,0.7526,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,4.0,4.0,0.0,100.0,0.0,0.0,0.0,,90.6,12.3,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,4.0,4.0,-4.0
